0     | 49
1     | 53
2     | 163
3     | 178
4     | 89
5     | 32
6     | 4
7     | 117
8     | 124
9     | 83
10    | 117
11    | 13
12    | 9
13    | 28
14    | 120
15    | 136
16    | 14
17    | 45
18    | 78
19    | 123
20    | 65
21    | 149
22    | 66
23    | 127
24    | 162
25    | 60
26    | 195
27    | 134
28    | 116
29    | 147
30    | 137
31    | 16
32    | 42
33    | 102
34    | 33
35    | 101
36    | 198
37    | 167
38    | 107
39    | 110
40    | 156
41    | 152
42    | 9
43    | 157
44    | 6
45    | 133
46    | 178
47    | 181
48    | 153
49    | 115
50    | 12
51    | 0
52    | 132
53    | 177
54    | 143
55    | 35
56    | 72
57    | 130
58    | 166
59    | 184
60    | 67
61    | 83
62    | 81
63    | 111
64    | 191
65    | 39
66    | 190
67    | 49
68    | 47
69    | 181
70    | 183
71    | 124
72    | 82
73    | 122
74    | 164
75    | 100
76    | 112
77    | 129
78    | 49
79    | 180
80    | 33
81    | 180
82    | 42
83    | 112
84    | 77
85    | 85
86    | 82
87    | 70
88    | 166
89    | 93
90    | 43
91    | 169
92    | 10
93    | 144
94    | 32
95    | 106
96    | 116
97    | 20
98    | 79
99    | 131
100   | 138
101   | 20
102   | 90
103   | 41
104   | 33
105   | 109
106   | 36
107   | 126
108   | 108
109   | 12
110   | 153
111   | 199
112   | 36
113   | 121
114   | 142
115   | 57
116   | 153
117   | 61
118   | 31
119   | 123
120   | 63
121   | 35
122   | 135
123   | 192
124   | 156
125   | 190
126   | 58
127   | 91
128   | 21
129   | 79
130   | 167
131   | 175
132   | 8
133   | 113
134   | 81
135   | 2
136   | 12
137   | 188
138   | 37
139   | 22
140   | 173
141   | 129
142   | 77
143   | 188
144   | 196
145   | 104
146   | 155
147   | 13
148   | 187
149   | 68
150   | 89
151   | 142
152   | 190
153   | 104
154   | 85
155   | 47
156   | 149
157   | 41
158   | 187
159   | 40
160   | 158
161   | 199
162   | 58
163   | 160
164   | 95
165   | 120
166   | 80
167   | 68
168   | 113
169   | 115
170   | 129
171   | 25
172   | 16
173   | 150
174   | 19
175   | 54
176   | 103
177   | 157
178   | 181
179   | 112
180   | 128
181   | 112
182   | 77
183   | 195
184   | 185
185   | 119
186   | 65
187   | 90
188   | 186
189   | 44
190   | 70
191   | 76
192   | 139
193   | 69
194   | 28
195   | 67
196   | 99
197   | 141
198   | 91
199   | 26
200   | 171
201   | 79
202   | 86
203   | 106
204   | 177
205   | 14
206   | 101
207   | 1
208   | 32
209   | 35
210   | 72
211   | 32
212   | 52
213   | 163
214   | 191
215   | 95
216   | 155
217   | 28
218   | 176
219   | 135
220   | 15
221   | 149
222   | 72
223   | 123
224   | 56
225   | 199
226   | 114
227   | 44
228   | 7
229   | 188
230   | 197
231   | 8
232   | 6
233   | 171
234   | 119
235   | 22
236   | 82
237   | 44
238   | 8
239   | 89
240   | 2
241   | 14
242   | 17
243   | 183
244   | 186
245   | 59
246   | 59
247   | 108
248   | 88
249   | 188
250   | 84
251   | 128
252   | 103
253   | 110
254   | 141
255   | 89
256   | 2
257   | 9
258   | 63
259   | 182
260   | 120
261   | 97
262   | 195
263   | 122
264   | 77
265   | 67
266   | 160
267   | 105
268   | 178
269   | 14
270   | 135
271   | 50
272   | 107
273   | 59
274   | 11
275   | 1
276   | 102
277   | 162
278   | 101
279   | 120
280   | 156
281   | 130
282   | 83
283   | 25
284   | 23
285   | 173
286   | 112
287   | 171
288   | 131
289   | 174
290   | 87
291   | 30
292   | 169
293   | 16
294   | 129
295   | 132
296   | 62
297   | 60
298   | 126
299   | 199
300   | 43
301   | 134
302   | 16
303   | 185
304   | 94
305   | 21
306   | 3
307   | 60
308   | 85
309   | 61
310   | 88
311   | 30
312   | 106
313   | 75
314   | 145
315   | 48
316   | 26
317   | 84
318   | 47
319   | 83
320   | 136
321   | 138
322   | 39
323   | 0
324   | 119
325   | 92
326   | 139
327   | 11
328   | 60
329   | 177
330   | 36
331   | 155
332   | 2
333   | 105
334   | 109
335   | 97
336   | 62
337   | 16
338   | 107
339   | 162
340   | 195
341   | 168
342   | 57
343   | 170
344   | 112
345   | 154
346   | 72
347   | 127
348   | 125
349   | 72
350   | 92
351   | 135
352   | 29
353   | 114
354   | 81
355   | 71
356   | 93
357   | 163
358   | 20
359   | 186
360   | 139
361   | 7
362   | 46
363   | 178
364   | 58
365   | 27
366   | 11
367   | 29
368   | 145
369   | 193
370   | 41
371   | 167
372   | 35
373   | 143
374   | 108
375   | 88
376   | 153
377   | 155
378   | 166
379   | 178
380   | 67
381   | 13
382   | 180
383   | 98
384   | 55
385   | 113
386   | 187
387   | 80
388   | 80
389   | 159
390   | 9
391   | 108
392   | 119
393   | 25
394   | 9
395   | 103
396   | 79
397   | 80
398   | 134
399   | 27
400   | 114
401   | 156
402   | 80
403   | 0
404   | 33
405   | 46
406   | 173
407   | 61
408   | 1
409   | 19
410   | 190
411   | 31
412   | 57
413   | 103
414   | 162
415   | 96
416   | 128
417   | 75
418   | 73
419   | 111
420   | 67
421   | 118
422   | 6
423   | 175
424   | 116
425   | 51
426   | 40
427   | 47
428   | 62
429   | 108
430   | 154
431   | 102
432   | 149
433   | 83
434   | 189
435   | 81
436   | 11
437   | 1
438   | 175
439   | 163
440   | 52
441   | 93
442   | 133
443   | 120
444   | 179
445   | 42
446   | 116
447   | 181
448   | 101
449   | 101
450   | 69
451   | 23
452   | 67
453   | 194
454   | 191
455   | 150
456   | 54
457   | 178
458   | 103
459   | 86
460   | 75
461   | 75
462   | 26
463   | 123
464   | 22
465   | 188
466   | 27
467   | 54
468   | 138
469   | 131
470   | 31
471   | 80
472   | 102
473   | 6
474   | 86
475   | 185
476   | 20
477   | 50
478   | 132
479   | 21
480   | 11
481   | 51
482   | 69
483   | 77
484   | 4
485   | 136
486   | 24
487   | 118
488   | 73
489   | 178
490   | 58
491   | 55
492   | 1
493   | 33
494   | 123
495   | 116
496   | 137
497   | 67
498   | 118
499   | 170
500   | 189
501   | 66
502   | 73
503   | 167
504   | 11
505   | 41
506   | 165
507   | 199
508   | 88
509   | 99
510   | 47
511   | 181
512   | 92
513   | 55
514   | 29
515   | 148
516   | 145
517   | 164
518   | 76
519   | 113
520   | 1
521   | 21
522   | 134
523   | 128
524   | 5
525   | 106
526   | 41
527   | 31
528   | 58
529   | 27
530   | 98
531   | 34
532   | 189
533   | 9
534   | 49
535   | 4
536   | 175
537   | 130
538   | 30
539   | 182
540   | 84
541   | 88
542   | 145
543   | 72
544   | 78
545   | 160
546   | 79
547   | 89
548   | 158
549   | 114
550   | 168
551   | 149
552   | 186
553   | 129
554   | 54
555   | 2
556   | 146
557   | 17
558   | 168
559   | 22
560   | 13
561   | 48
562   | 188
563   | 41
564   | 193
565   | 195
566   | 187
567   | 51
568   | 87
569   | 54
570   | 181
571   | 146
572   | 164
573   | 127
574   | 86
575   | 185
576   | 27
577   | 119
578   | 185
579   | 32
580   | 192
581   | 126
582   | 128
583   | 164
584   | 80
585   | 90
586   | 142
587   | 196
588   | 125
589   | 124
590   | 131
591   | 151
592   | 54
593   | 63
594   | 127
595   | 45
596   | 178
597   | 141
598   | 154
599   | 136
600   | 85
601   | 96
602   | 135
603   | 102
604   | 59
605   | 106
606   | 137
607   | 190
608   | 17
609   | 10
610   | 142
611   | 181
612   | 107
613   | 52
614   | 40
615   | 156
616   | 88
617   | 155
618   | 26
619   | 72
620   | 105
621   | 157
622   | 104
623   | 37
624   | 97
625   | 83
626   | 39
627   | 47
628   | 199
629   | 44
630   | 75
631   | 15
632   | 118
633   | 69
634   | 111
635   | 15
636   | 37
637   | 87
638   | 63
639   | 82
640   | 122
641   | 172
642   | 154
643   | 59
644   | 50
645   | 63
646   | 132
647   | 160
648   | 164
649   | 56
650   | 31
651   | 178
652   | 187
653   | 33
654   | 145
655   | 92
656   | 50
657   | 177
658   | 120
659   | 30
660   | 74
661   | 170
662   | 26
663   | 197
664   | 86
665   | 144
666   | 74
667   | 184
668   | 168
669   | 176
670   | 60
671   | 82
672   | 172
673   | 154
674   | 90
675   | 79
676   | 50
677   | 165
678   | 15
679   | 100
680   | 81
681   | 142
682   | 64
683   | 88
684   | 63
685   | 132
686   | 187
687   | 161
688   | 37
689   | 12
690   | 191
691   | 12
692   | 15
693   | 92
694   | 19
695   | 141
696   | 129
697   | 141
698   | 179
699   | 31
700   | 85
701   | 114
702   | 12
703   | 136
704   | 82
705   | 79
706   | 129
707   | 132
708   | 110
709   | 24
710   | 30
711   | 173
712   | 195
713   | 40
714   | 130
715   | 68
716   | 96
717   | 171
718   | 65
719   | 126
720   | 6
721   | 88
722   | 175
723   | 30
724   | 51
725   | 126
726   | 41
727   | 83
728   | 132
729   | 33
730   | 166
731   | 46
732   | 146
733   | 105
734   | 195
735   | 26
736   | 151
737   | 128
738   | 43
739   | 95
740   | 155
741   | 54
742   | 165
743   | 77
744   | 23
745   | 99
746   | 111
747   | 130
748   | 10
749   | 64
750   | 145
751   | 81
752   | 177
753   | 194
754   | 52
755   | 167
756   | 153
757   | 196
758   | 186
759   | 75
760   | 185
761   | 103
762   | 167
763   | 1
764   | 187
765   | 153
766   | 92
767   | 170
768   | 9
769   | 192
770   | 164
771   | 4
772   | 84
773   | 89
774   | 88
775   | 162
776   | 127
777   | 178
778   | 5
779   | 0
780   | 138
781   | 183
782   | 37
783   | 21
784   | 83
785   | 93
786   | 83
787   | 44
788   | 78
789   | 9
790   | 96
791   | 193
792   | 189
793   | 68
794   | 106
795   | 21
796   | 187
797   | 142
798   | 52
799   | 190
800   | 115
801   | 83
802   | 137
803   | 95
804   | 30
805   | 150
806   | 122
807   | 71
808   | 112
809   | 153
810   | 87
811   | 8
812   | 28
813   | 86
814   | 66
815   | 30
816   | 190
817   | 133
818   | 151
819   | 153
820   | 86
821   | 75
822   | 191
823   | 81
824   | 13
825   | 67
826   | 60
827   | 22
828   | 23
829   | 84
830   | 135
831   | 65
832   | 8
833   | 126
834   | 37
835   | 163
836   | 124
837   | 81
838   | 168
839   | 16
840   | 175
841   | 149
842   | 138
843   | 166
844   | 171
845   | 0
846   | 172
847   | 72
848   | 127
849   | 47
850   | 28
851   | 162
852   | 20
853   | 61
854   | 173
855   | 0
856   | 19
857   | 145
858   | 160
859   | 55
860   | 66
861   | 94
862   | 73
863   | 104
864   | 6
865   | 196
866   | 60
867   | 101
868   | 107
869   | 71
870   | 150
871   | 81
872   | 110
873   | 73
874   | 128
875   | 152
876   | 75
877   | 33
878   | 62
879   | 95
880   | 74
881   | 127
882   | 118
883   | 18
884   | 101
885   | 98
886   | 36
887   | 161
888   | 132
889   | 64
890   | 67
891   | 70
892   | 1
893   | 34
894   | 69
895   | 61
896   | 64
897   | 146
898   | 11
899   | 32
900   | 62
901   | 57
902   | 112
903   | 118
904   | 179
905   | 65
906   | 127
907   | 88
908   | 121
909   | 180
910   | 158
911   | 8
912   | 124
913   | 168
914   | 18
915   | 54
916   | 52
917   | 127
918   | 186
919   | 64
920   | 157
921   | 63
922   | 135
923   | 28
924   | 112
925   | 2
926   | 88
927   | 6
928   | 26
929   | 131
930   | 101
931   | 89
932   | 130
933   | 118
934   | 194
935   | 12
936   | 192
937   | 74
938   | 179
939   | 122
940   | 1
941   | 127
942   | 30
943   | 61
944   | 7
945   | 62
946   | 43
947   | 1
948   | 21
949   | 97
950   | 48
951   | 25
952   | 168
953   | 79
954   | 82
955   | 40
956   | 146
957   | 28
958   | 118
959   | 93
960   | 128
961   | 163
962   | 158
963   | 36
964   | 106
965   | 41
966   | 95
967   | 149
968   | 27
969   | 40
970   | 86
971   | 52
972   | 102
973   | 108
974   | 35
975   | 100
976   | 16
977   | 45
978   | 198
979   | 72
980   | 189
981   | 106
982   | 181
983   | 168
984   | 131
985   | 142
986   | 111
987   | 164
988   | 155
989   | 98
990   | 59
991   | 192
992   | 70
993   | 23
994   | 98
995   | 28
996   | 115
997   | 70
998   | 132
999   | 159
